epoch,step,test/acc,test/loss,train/acc_epoch,train/acc_step,train/f1_epoch,train/loss_step,train/prob_mean,train/prob_std,val/acc,val/avg_class_acc,val/loss
12,304,,,,0.90625,,0.2307497262954712,0.25,0.3783973753452301,,,
12,309,,,,0.9375,,0.19144192337989807,0.25,0.38173002004623413,,,
12,314,,,,0.96875,,0.1478688269853592,0.25,0.39036694169044495,,,
12,319,,,,0.984375,,0.10630081593990326,0.25,0.39203396439552307,,,
12,324,,,,0.984375,,0.13426664471626282,0.25,0.38604041934013367,,,
12,324,,,,,,,,,0.9049999713897705,0.9033544063568115,0.2342558652162552
12,324,,,0.9587500095367432,,0.9578701853752136,,,,,,
13,329,,,,0.953125,,0.1428881138563156,0.25,0.38510584831237793,,,
13,334,,,,0.953125,,0.14581172168254852,0.25,0.3927003741264343,,,
13,339,,,,0.90625,,0.1982405036687851,0.25,0.3872087895870209,,,
13,344,,,,1.0,,0.0851149782538414,0.25,0.39808982610702515,,,
13,349,,,,1.0,,0.10277615487575531,0.25,0.39194634556770325,,,
13,349,,,,,,,,,0.8974999785423279,0.8955317735671997,0.22976860404014587
13,349,,,0.9587500095367432,,0.9588609933853149,,,,,,
14,354,,,,0.96875,,0.17552398145198822,0.25,0.3853833079338074,,,
14,359,,,,1.0,,0.07398658245801926,0.25,0.3986823260784149,,,
14,364,,,,0.984375,,0.12267147749662399,0.25,0.3922564387321472,,,
14,369,,,,0.921875,,0.18807509541511536,0.25,0.38160809874534607,,,
14,374,,,,0.9375,,0.16666977107524872,0.25,0.392541766166687,,,
14,374,,,,,,,,,0.9100000262260437,0.9073238968849182,0.2156071811914444
14,374,,,0.9506250023841858,,0.9498453736305237,,,,,,
15,375,0.9100000262260437,0.2156071811914444,,,,,,,,,
